gene	TCGA-BH-A18U-01	TCGA-BH-A1EO-01	TCGA-BH-A1EV-01	TCGA-BH-A0C0-01	TCGA-AC-A2FM-01
AC024896.1	3.145318	2.517485	4.002906	1.711267	2.907039
AC024901.1	0	0.036931	0.235279	0	0.160897
AC024909.1	0.128394	0.129236	0.314359	0.029431	0.160866
AC024933.1	1.387865	0.609582	0.29126	0.699898	0.569084
AC024940.1	0.042534	0.052543	0.044632	0.073125	0.032702
AC024940.2	0.005897	0.033996	0.04641	0.117605	0.646838
AC024940.6	0.135858	0.335656	0.106918	0.280281	0.174087
AC024941.1	0.289208	0.079392	0.101156	0	0.494115
AC024941.2	0.979669	0.16136	1.81609	0.673699	0.602559
AC024958.1	0	0	0	0	0
AC025016.1	0.280964	0	0	0	0
AC025030.2	0	0	0	0.078103	0
AC025031.1	0.171878	0.094366	0.480941	0.196995	0.26429
AC025031.2	0	0	0.053885	0.070629	0.026321
AC025031.3	0	0	0	0	0.089693
AC025031.4	0.172263	0.008107	0.123948	0.047385	0.146316
AC025034.1	0.169367	0.030996	0.52328	0.336469	0.434047
AC025038.1	0	0	0	0	0
AC025040.1	0	0.019774	0	0	0
AC025043.1	0	0.084854	0.054058	0.035428	0.026405
AC025048.1	0	0	0.031168	0	0
AC025048.2	1.151414	0.220127	0.258897	0.565574	1.053859
AC025048.4	0.598827	0.189677	0.386679	0.348447	0.519421
AC025048.6	0.13416	0.110487	0.105582	0.138389	0.137529
AC025154.1	0	0	0	0	0
AC025154.2	0.010228	0	3.005119	0	0.031455
AC025162.1	0	0	0	0	0
AC025162.2	0.114995	0	0.060332	0.079079	0.117882
AC025164.2	0.135769	0.080365	0.013356	0.064189	0.063065
AC025165.1	0.049536	0.061193	0.071471	0.059614	0.171382
AC025165.2	0	0	0	0	0
AC025165.4	0.185903	0.551158	0.546196	0.306821	0.571713
AC025165.5	1.6712	1.101044	1.08139	1.494026	3.540529
AC025166.1	0.098768	0.16268	1.554576	0.271684	1.518721
AC025171.1	0.722846	1.123917	0.558248	0.922593	0.883266
AC025171.2	1.254033	1.319625	1.16966	0.550961	1.874714
AC025171.3	0	0.047951	0.030548	0.160161	0.059687
AC025171.4	0.707321	0.557182	0.387233	0.634448	1.119144
AC025171.5	0.052497	0.086468	0.128534	0.192541	0.215262
AC025174.1	0.218295	0	0.114529	0.075058	0.335663
AC025175.1	0.148478	0.454175	0.333855	0.350075	0.434873
AC025176.1	1.543762	0.072649	0.509106	0.849291	0.226074
AC025178.2	0.115822	0.063589	0.121533	0.079648	0.11873
AC025180.1	0.026349	0	0.027648	0	0
AC025181.2	1.184357	1.620105	1.200629	2.788486	1.749117
AC025183.1	0	0	0	0.027085	0.020188
AC025183.2	0	0	0	0	0
AC025187.1	0	0	0	0	0
AC025188.1	0	0.088389	0.028155	0	0.082517
AC025211.1	0	0	0.04529	0	0
AC025244.1	0	0	0	0.047212	0
AC025244.2	0	0	0	0	0
AC025252.2	0	0	0	0	0
AC025253.1	0	0	0	0	0
AC025254.1	0	0	0	0	0.066816
AC025257.1	0	0	0	0	0
AC025259.1	0	0	0.02611	0	0.025508
AC025262.1	0.109333	0	0.172085	0	0
AC025263.1	0.011549	0	0.006059	0	0.005919
AC025265.1	0.181741	0.124726	0.111243	0.416599	0.294981
AC025265.2	0	0	0	0	0
AC025265.3	0	0	0	0	0
AC025271.2	0.040248	0	0	0	0.041259
AC025271.3	0.063134	0	0	0	0.129439
AC025271.4	0.121257	0	0	0.064143	0.152987
AC025272.1	0	0	0	0	0
AC025277.1	0	0	0	0	0
AC025278.1	0	0	0	0	0
AC025279.1	0.016707	0.022015	0.0561	0.018383	0.006851
AC025280.1	0.06192	0	0.064973	0	0.126949
AC025280.2	0.006321	0.020822	0.006633	0	0.00648
AC025284.1	0.111221	0	0.46682	0.114727	0.08551
AC025287.1	0	0	0	0	0
AC025287.2	0.096403	0.039696	0.025289	0	0.049411
AC025287.3	0.449879	0.158783	0.370905	0.397765	0.362351
AC025300.1	0	0	0	0	0
AC025366.1	0	0	0	0	0
AC025370.1	0	0	0	0	0
AC025419.1	0.00375	0.01853	0	0	0.003844
AC025423.1	0.043046	0.141801	0.045169	0	0.176507
AC025423.4	0	0	0	0	0
AC025428.1	0	0	0	0	0
AC025430.1	0.064656	0.266233	0.101765	0	0.066279
AC025431.1	0	0	0	0	0
AC025434.1	0.069997	0	0	0.048135	0
AC025437.1	0	0	0	0	0
AC025437.2	0	0	0.030827	0	0
AC025437.3	0	0	0	0	0
AC025437.4	0.023641	0	0	0	0
AC025437.5	0	0	0	0	0
AC025442.1	0.066941	0	0	0	0.068621
AC025465.1	0	0	0	0	0
AC025465.2	0	0	0	0	0
AC025465.3	0	0	0	0	0
AC025465.4	0	0	0	0	0
AC025470.2	0	0.088685	0.094164	0	0.073594
AC025475.1	0	0	0	0	0
AC025521.1	0	0	0	0	0.057704
AC025524.1	0	0	0	0.036538	0
AC025539.1	0	0.006598	0.004203	0	0
AC025566.1	0	0	0	0	0
AC025569.1	0.032866	0.079117	0.08489	0.052157	0.023325
AC025572.1	0	0	0.030548	0	0
AC025575.1	0	0	0	0	0
AC025575.2	0	0	0.029899	0.117569	0
AC025576.1	0	0	0	0	0
AC025576.2	0.04128	0	0	0	0
AC025580.1	0.022084	0.109123	1.459894	0.060747	1.743161
AC025580.2	0.128429	0.218358	1.265023	0.05698	0.382221
AC025580.3	0.079139	0	0.023726	0	0.023179
AC025627.1	0.110269	0	0	0	0.022607
AC025674.2	0	0	0	0	0
AC025682.2	0.544418	0.234851	0.163218	0.499181	0.372058
AC025741.1	0	0	0	0	0
AC025752.1	0	0	0	0	0
AC025754.1	0	0	0	0	0
AC025754.2	0.074533	0.061382	0	0.051255	0.076405
AC025766.1	0.708524	0.324166	0.24782	0.054137	0.161403
AC025773.1	0	0	0	0	0.029523
AC025809.1	0.028749	0.236757	0	0	0.02947
AC025810.1	0	0	0	0	0
AC025811.1	0.409302	0.730336	0.322113	0	1.433561
AC025822.1	0	0	0	0	0
AC025822.2	0	0	0.007387	0	0
AC025857.2	2.773397	1.782643	0.993709	2.511934	6.032768
AC025871.1	0	0	0.046093	0	0
AC025871.2	0.693118	0	0.495882	0.086662	0.35526
AC025887.1	0	0	0.127978	0	0
AC025917.1	0.412119	0.394139	0.809081	0.585096	0.545118
AC025918.1	0.084069	0.138469	0.088214	0	1.206517
AC025946.1	0	0	0	0	0
AC025947.1	0	0	0	0	0
AC026116.1	0.033965	0	0	0	0
AC026124.1	0.004657	0	0	0	0
AC026124.2	0.269957	0.040422	0.025752	0.270027	0.100631
AC026150.2	0.045932	0	0.024099	0.063173	0
AC026150.4	0	0	0.033854	0	0.033073
AC026167.1	0	0	0	0	0.055195
AC026191.1	0.380758	0.096483	0.286844	0.496824	0.240196
AC026202.1	0	0	0	0	0
AC026202.2	1.389517	0.355136	0.427354	0.560146	0.221028
AC026202.3	0.014285	0	0.029979	0	0
AC026254.2	0.460991	0	0.520931	0.195086	0.218107
AC026304.1	1.119198	0.378136	0.993709	0.907792	0.235343
AC026310.2	0.066343	0.036424	0.023205	0.06083	0.02267
AC026316.2	0	0	0	0	0
AC026316.3	0	0	0	0	0
AC026320.1	2.763434	0	0	0	0
AC026333.3	0.007703	0	0.05658	0	0.031586
AC026333.4	0.147971	0	0.031053	0	0.394384
AC026336.2	0	0	0	0	0
AC026336.3	0.007755	0	0.12206	0	0
AC026341.1	0.030205	0	0	0	0.030963
AC026347.2	0	0	0	0	0
AC026353.1	0	0.047521	0	0	0
AC026355.2	4.525337	0.13552	35.196271	0.980746	0.730987
AC026355.3	1.224699	0.220057	1.822488	0.091876	0.022826
AC026356.1	0.652511	0.937957	0.759378	0.27739	0.279719
AC026356.2	0.035856	0.295287	0.150495	0.098629	0.055134
AC026358.1	0.078498	0.117539	0.164737	0	0.277983
AC026367.1	0.210792	0	0.082945	0.181197	0.135053
AC026367.2	0.815151	0.287705	1.008085	0.120121	0.596869
AC026367.3	0.982326	0.629213	1.202557	0.187646	0.86713
AC026368.1	0.023332	0.11529	0.048965	0.224631	0.167426
AC026369.1	0	0.004875	0.003106	0.032568	0.018206
AC026369.2	0.424049	0.457602	0.797856	1.106106	1.918655
AC026369.3	0.576935	0.588257	0.057655	4.345319	0.028163
AC026391.1	0	0	0	0	0
AC026401.1	0	0.050032	0	0	0.093416
AC026401.2	0.160032	0.052717	0.067169	0	0
AC026401.3	3.395076	4.690049	4.462679	5.196647	2.002117
AC026412.1	3.464876	2.136164	1.34582	1.652111	2.752208
AC026412.3	0.164772	0.239465	0.152556	0.253283	0.35769
AC026414.1	0	0	0.048404	0	0
AC026415.1	0	0	0	0	0
AC026427.1	0.029008	0	0.030438	0	0
AC026458.2	0	0	0.190882	0	0.03108
AC026461.1	0	0	0	0	0
AC026461.2	0	0	0	0	0
AC026461.3	0.03626	0	0	0	0
AC026461.4	0	0	0	0	0
AC026462.2	0	0	0	0	0
AC026462.3	0.070797	0	0.074288	0	0.014515
AC026462.4	0	0	0	0	0
AC026464.2	0	0	0	0	0
AC026469.1	0	0.024062	0.01022	0.046883	0.009984
AC026470.2	0.220537	0.423785	0.077137	0.050553	0
AC026470.3	0	0	0	0	0
AC026471.1	4.431811	1.261871	3.645462	3.153769	2.257905
AC026471.2	1.056896	0.283386	0.593191	0.439464	0.377941
AC026471.3	0.111413	0.045877	0.116907	0.536317	0
AC026471.4	7.063582	1.41738	5.53069	3.698592	4.668009
AC026471.5	0.068947	0	0	0.189655	0
AC026474.1	0	0	0	0	0.038559
AC026495.1	0	0	0.010712	0.098285	0
AC026523.1	0	0	0	0	0
AC026583.1	0	0	0	0	0
AC026585.1	0	0	0	0.042256	0
AC026620.1	0	0	0	0	0
AC026688.2	0	0	0	0	0
AC026689.1	0.928186	0.210869	0.302261	1.320611	0.45934
AC026691.1	0.67845	0.446986	0.536022	0.25249	0.670938
AC026704.1	0.919956	0.103312	0.723988	1.12149	0.085732
AC026719.1	0	0	0	0	0
AC026725.1	0.010138	0.016698	0.010638	0	0.010393
AC026726.1	0.053575	0	0	0	0.05492
AC026740.1	0.529178	0.167616	0.619341	1.007738	0.438144
AC026741.1	0	0	0.210287	0.091876	0.034239
AC026746.1	0	0	0	0	0.009504
AC026765.2	0	0	0	0	0.113817
AC026765.3	0.012105	0.07975	0	0.149835	0.285398
AC026770.1	0	0	0	0	0
AC026771.1	0.038793	0.063896	0	0	0.039767
AC026774.1	0	0	0	0.032044	0
AC026780.1	0	0	0	0	0
AC026780.2	0	0	0	0	0.022607
AC026782.1	0	0	0	0	0
AC026782.2	0.101253	0	0	0	0
AC026785.2	0	0	0	0	0
AC026785.3	0	0	0	0.155384	0
AC026786.2	0	0	0	0	0.042101
AC026787.1	0	0	0	0	0
AC026790.2	0	0	0	0	0.03838
AC026801.2	4.968644	1.609647	2.158857	1.443136	2.878874
AC026803.1	0	0	0.061653	0.080811	0.120463
AC026803.2	0.47651	0.308335	0.357147	0.444717	0.296573
AC026888.1	0	0	0	0	0.055755
AC026894.3	0	0.021129	0.040382	0.017643	0
AC026904.1	0.08994	0	0	0	0
AC026904.2	0.063217	0.034708	0	0	0.021601
AC026954.3	0	0	0	0	0
AC026979.1	0.027614	0	0.028976	0	0.084923
AC026979.2	2.876289	0.328993	2.724687	0.879096	5.200834
AC026979.3	0.2496	0.246668	0.314289	0.274632	2.226045
AC026991.1	0	0	0	0	0
AC026992.1	0	0	0	0.050152	0
AC026992.2	0.00334	0	0.017524	0.137815	0.003424
AC027013.1	0	0.025087	0	0	0.04684
AC027018.1	0	0.075012	0.023894	0.062637	0.093372
AC027020.1	0.127367	0.041957	0.02673	0.140141	0.130565
AC027020.2	0.397595	0.344086	0.65762	1.279041	0.393761
AC027031.1	0	0	0	0	0
AC027031.2	0.22691	0.373739	0.130954	0.046812	0.162825
AC027045.1	0	0	0	0	0
AC027088.2	0	0	0.940552	0.338418	0.018017
AC027088.3	0	0	0	0	0
AC027097.1	0.604477	0.7965	0.676568	1.24706	0.722929
AC027097.2	0.380297	0.574183	0.191211	0.664703	0.649742
AC027117.1	1.651203	0.176275	1.684493	0.105139	0.376147
AC027117.2	0.126268	0.103988	0.165618	0.217081	0.291237
AC027130.1	0.048589	0.053354	0.016995	0.044552	0.049809
AC027228.1	0.049536	0	0	0	0
AC027228.2	1.577037	0.01231	0.070584	0.174753	0.252838
AC027237.4	0.535269	0	0.259229	0	0.422083
AC027237.5	0.760538	0.655603	0.74583	0.449688	0.357028
AC027237.6	0.046395	0.038209	0.097366	0	0.02378
AC027243.2	0	0	0	0	0
AC027243.3	0	0	0	0.030583	0
AC027271.1	0.263922	0.08694	0.221548	0	0.243493
AC027277.1	0	0	0	0	0
AC027277.2	0.222058	0.060958	0.116504	0.101803	0.037939
AC027279.1	0.11274	0.00619	0.063093	0	0.007705
AC027279.2	0.081207	0.033439	0.149119	0	0
AC027281.1	0.021239	0	0.133718	0	0
AC027287.2	0	0	0	0	0.027877
AC027288.1	0.011549	0	0.024237	0	0.035517
AC027288.3	1.229058	2.91885	0.727309	0.039312	0.080576
AC027290.2	0	0	0	0	0
AC027307.1	0.035228	0.174071	0.221791	0.242256	0.14445
AC027307.2	4.524043	4.860931	3.300729	14.850611	12.69913
AC027307.3	0.248806	0.241062	0.076787	0.161034	0.24005
AC027309.1	0	0	0.095983	0	0
AC027315.1	0	0	0	0	0
AC027319.1	0.220537	0.207568	0.066118	0.303318	0.226074
AC027335.1	0	0	0	0	0
AC027338.1	0.1366	0.032142	0.163811	0	0.020004
AC027338.2	0	0	0	0	0
AC027343.1	0	0	0	0	0
AC027343.2	0	0	0	0	0
AC027343.3	0	0	0	0	0
AC027348.1	0.026178	0.603635	0.192279	0	0
AC027369.1	0	0	0	0	0
AC027373.1	0.281948	0.116098	0.17751	0.232668	0.274576
AC027419.2	0.032393	0	0.13596	0	0
AC027449.1	0	0.065152	0	0	0.162196
AC027451.1	0	0	0	0	0
AC027458.1	0	0	0	0	0
AC027514.1	0.03013	0.016542	0	0	0.010295
AC027514.2	0.075821	0.083255	0.079559	0.243321	0.155448
AC027541.1	0	0	0	0	0
AC027544.2	0.076663	0.126271	0.107258	0	0.183371
AC027559.1	0.067929	0.14918	0.285115	0.12457	0.185693
AC027575.3	0.192312	0.543006	0.288277	0.415639	0.704071
AC027601.1	0.08911	0.020967	0.040073	0.093378	0.095697
AC027601.2	0.067884	0.023539	0.056235	0.304665	0.450493
AC027601.3	0.119994	0.06588	0.062955	0.110024	0.328019
AC027601.4	0	0	0	0	0
AC027607.1	0.090445	0.099314	0.094905	0.124395	0.432674
AC027612.2	0	0	0	0	0
AC027613.1	0	0	0	0	0
AC027627.1	0.02138	0	0.022434	0	0.021917
AC027644.3	1.734208	0.666491	2.426292	2.901945	2.222186
AC027682.1	0.196987	0.088488	0.112746	0.221669	0.036715
AC027682.2	0	0	0	0	0
AC027682.3	0	0	0	0	0
AC027682.4	0.040792	0.022396	0.057071	0.074805	0
AC027682.5	0.030376	0	0	0.167111	0.031139
AC027682.6	0.474043	0.870881	0.612206	1.153503	1.756878
AC027688.1	0	0	0	0	0
AC027688.2	0	0	0	0	0
AC027698.1	0.025759	0.169708	0.054058	0	0
AC027702.2	0.209199	1.378275	0.410396	0.237685	4.587395
AC027763.2	0.328556	0.049196	0	0	0.122474
AC027779.1	0	0	0	0	0
AC027796.1	0.094331	0.103581	0.065989	0	0.386799
AC027796.4	0.460504	0.121358	0.309255	1.038709	0.830837
AC027796.5	0	0	0.030166	0.03954	0.147352
AC027801.1	0.459978	0.050508	0.136753	1.233639	0.172893
AC027801.2	0.540778	0.058407	0.037209	0.146314	0
AC027801.4	1.548787	0	0.128302	0.336338	0
AC027801.5	0.1161	0	0.040608	0.266133	0.079343
AC027804.1	0	0	0	0	0
AC027807.2	1.183767	0.324961	0.165618	0.271351	0.202248
AC027808.1	0.023571	0.038824	0.074201	0	0
AC027808.2	0.108194	0.035641	0.022706	0	0
AC032011.1	0.09354	0.085593	0.098152	0.042884	0.117197
AC032019.1	0	0	0	0	0
AC032019.2	0	0	0	0	0
AC032044.1	0.069895	0.038375	0.244473	0.096131	0.238834
AC034102.3	0.321985	0.176779	0.337861	0.147615	0.220046
AC034102.4	0	0	0	0	0
AC034102.5	0.357761	0	0.09385	0.410041	0
AC034102.6	0.037324	0.040984	0.156659	0.154003	0.280584
AC034102.7	0	0	0	0	0.035114
AC034102.8	0.133051	0.054787	0.279224	0.045748	0.034098
AC034111.1	0	0	0.008962	0	0.021888
AC034114.2	0	0	0	0	0
AC034154.1	0	0	0	0.115025	0.021433
AC034187.1	0	0	0.030112	0	0
AC034195.1	0.036124	0	0.10108	0	0.037031
AC034198.2	0.347238	0.311963	0.463731	0.56441	0.291237
AC034199.1	0.036891	0.182288	0.023226	0.091329	0.007563
AC034205.2	0	0	0	0	0
AC034206.1	6.116619	0.568004	0.171406	0.174741	0.018606
AC034213.1	0	0	0.020959	0.027472	0
AC034223.1	0	0	0.028202	0	0
AC034223.2	0	0	0	0	0.038832
AC034226.1	0	0	0	0.045467	0
AC034228.1	0	0	0	0	0
AC034228.2	0	0	0	0	0
AC034229.1	0.051217	0	0.035828	0.023481	0
AC034229.2	0.019257	0	0.006736	0	0
AC034229.3	0	0	0	0	0
AC034229.4	0.47458	0.120258	0.344756	0.451882	0.112268
AC034231.1	0.449699	0.888832	1.163954	2.515226	1.813227
AC034232.2	0	0	0	0	0
AC034234.1	0	0	0	0	0
AC034236.2	0.479977	0.230581	0.388226	0.673894	0.758543
AC034236.3	0	0	0.036644	0.048031	0.035799
AC034238.2	0.003889	0	0	0.069529	0
AC034238.3	0	0	0	0	0
AC034238.4	0	0	0	0	0
AC034243.1	3.647696	0.180694	0.316565	1.056188	0.140574
AC034245.1	0.013121	0	0	0	0
AC035139.1	0.058972	0	0	0.162214	0.060452
AC035140.1	0	0.107573	0.068532	0.044913	0.033476
AC036101.1	0	0	0	0	0
AC036103.1	0.03259	0.053678	0.119688	0.134467	0.050112
AC036108.1	0.02738	0	0.172378	0.075314	0.421006
AC036108.2	0.012568	0.0207	0.019781	0	0.03865
AC036108.3	0.048111	0.069338	0.14514	0.148883	0.184947
AC036176.1	0.307629	0.776926	0.279758	0.987233	1.471644
AC036176.3	0	0	0	0	0
AC036214.1	0.026231	0.010801	0.027524	0.009019	0.073946
AC036214.2	1.264062	1.706098	1.400079	3.646104	1.853712
AC036222.3	0	0	0.048197	0.031587	0.047085
AC036222.4	0	0	0	0	0
AC037198.1	5.974066	1.121448	1.682392	0.483323	12.540809
AC037198.2	7.039587	1.814839	0.802902	0.589337	41.352712
AC037441.1	0.212095	0	1.515882	0.02752	0.024614
AC037441.2	0	0.029529	0	0	0
AC037450.1	0	0	0	0	0
AC037459.2	0.532738	0.482124	0.989012	0.547517	6.283308
AC037459.3	0	0	0	0	0
AC037486.1	0	0.100697	0	0	0
AC037487.1	0.071581	0.010718	0.109252	0.187949	0.060037
AC037487.2	0	0	0.031458	0	0
AC037487.4	0	0	0.24326	0.106283	0.079216
AC039056.1	0	0	0	0	0
AC039056.2	0.315053	0.25946	0.495882	0.129994	0.258371
AC040162.3	0.111257	0.061083	0.077828	0.300368	0.27034
AC040168.1	0	0	0	0	0.061565
AC040169.1	0.216304	0.661648	0.648486	5.01494	1.045323
AC040169.3	0.368283	0.086656	0.165618	0.14472	0.269664
AC040173.2	0.055515	0	0.029126	0.076353	0
AC040174.1	0.004209	0	0	0.017366	0
AC040174.2	0	0	0	0	0
AC040896.1	0.03361	0	0.035267	0	0.034454
AC040904.1	0.288775	0.118909	0	0.496463	0.222019
AC040914.1	0	0	0	0	0
AC040934.1	0.313825	0	0.06586	0.172649	0.225193
AC040936.1	0	0	0	0	0
AC040963.1	0.035344	0	0	0	0
AC040970.1	2.154544	2.332954	2.38638	3.621778	2.249539
AC040977.1	3.426367	1.778095	1.034269	2.001193	2.790668
AC040977.2	0	0	0	0	0
AC044781.1	0.028244	0.093041	0	0.038846	0
AC044784.1	20.070533	0.235009	1.572028	0.261651	0.90196
AC044798.1	0	0	0	0	0
AC044798.2	0	0	0	0	0
AC044802.1	0.050067	0.054976	0.017512	0.022953	0.039918
AC044802.2	0.14838	0	0.038924	0.204076	0
AC044810.2	0.045639	0.009396	0.017959	0.015693	0.052633
AC044810.3	0	0	0	0	0
AC044839.1	0	0	0	0	0
AC044839.2	0	0	0	0	0
AC044839.3	0	0	0	0	0
AC044840.1	0	0	0	0	0
AC044849.1	0.04535	0.037348	0.023793	0.093559	0.348664
AC044860.1	0.097808	0	0.051315	0.026904	0.070185
AC044873.1	0	0	0	0	0
AC044893.1	0	0.02876	0	0.048031	0
AC046130.2	0	0	0	0	0
AC046130.3	0.040552	0.133586	0.042552	0.027887	0.124711
AC046134.2	2.954057	0.800508	2.62958	1.869557	1.953944
AC046143.1	0.198756	0.763859	0.121658	0.432821	1.154561
AC046143.2	0.503101	0.49719	0.844653	1.107112	0.722025
AC046158.1	0.022391	0	0.070486	0	0
AC046158.2	0.022771	0	0.071682	0	0
AC046168.1	0.025327	0.013905	0.031005	0.005806	0.043271
AC046168.2	0.105224	0.043328	0.082809	0	0.67416
AC046195.1	0	0.006357	0	0.005309	0.01187
AC046195.2	0	0	0	0	0
AC048337.1	0.174992	0	0.061207	0.120338	0.11959
AC048341.1	0.222237	0.143367	0.130201	0.188488	0.16137
AC048341.2	1.934531	0.216023	1.100973	0.94702	0.974745
AC048344.1	0	0	0	0	0
AC048344.4	0.336037	0.15095	0.192331	0	0.062632
AC048351.2	0.278775	0.200885	0.127978	0.191708	0.089304
AC048352.1	0.069997	0	0	0	0
AC048380.1	0	0	0	0	0
AC048382.1	0.126517	0.078144	0.033189	0	0.19454
AC048382.2	0.032722	0.053896	0.206013	0.270027	0.167718
AC048382.4	0	0	0	0	0
AC048382.5	0.29614	0.17737	0.197745	0.185136	0.275977
AC048382.6	0	0	0	0	0
AC048383.1	0	0.050317	0.224386	0	0.031316
AC048387.1	0	0	0	0	0
AC051618.1	0	0	0	0	0
AC051619.3	0	0	0.057853	0.07583	0
AC051619.4	0.188101	0.091123	0.383142	0.07609	0.362962
AC051619.5	0.027058	0.044566	0.141958	0	0
AC051619.6	0.025841	0.042563	0.108463	0.142165	0.052981
AC051619.7	0	0	0.054848	0	0.053583
AC051649.1	0	0	0	0	0
AC053503.1	0.755596	0.182531	0.53914	0.789804	0.836532
AC053503.3	0	0	0	0	0
AC053503.4	0.126566	0.125079	0.132807	0.208889	0.622771
AC053513.1	0	0	0.236267	0	0
AC053513.2	0.087259	0.071861	0.228903	0.150015	0.134174
AC053527.2	0.423045	0.193553	1.035779	1.066706	0.963704
AC055716.3	0	0	0	0	0
AC055717.1	0.008106	0	0	0	0
AC055717.2	0	0	0	0	0
AC055720.1	0	0	0	0	0
AC055720.2	1.591203	1.23334	1.178586	0.514936	1.055452
AC055733.2	0	0	0	0	0
AC055736.1	0	0	0	0	0
AC055758.1	0	0	0	0	0
AC055758.2	0	0	0	0	0
AC055764.1	0	0	0.035715	0	0.034891
AC055764.2	0.048057	0.158309	0.025214	0.099144	0.049264
AC055811.1	0.091547	0.021541	0.054892	0.053962	0.026813
AC055811.3	0.023468	0	0.024625	0	0.024057
AC055822.1	0.832095	0.536295	0.873124	1.243946	1.260937
AC055854.1	18.57547	0.072616	8.157397	2.213213	1.265439
AC055855.2	0.193191	0.265168	0.168931	0.487129	0.792165
AC055855.3	0.027853	0	0	0	0.085658
AC055860.1	0	0	0	0	0
AC055874.1	0	0	0	0	0
AC055876.1	0.016683	0	0	0	0
AC055878.1	0	0	0	0	0
AC058791.1	0.010068	0	0.026412	0	0
AC060234.1	0	0.055943	0	0	0
AC060234.2	0	0	0.008685	0.034153	0
AC060234.3	0	0	0	0	0
AC060765.1	0.022485	0	0	0	0
AC060765.2	0	0	0	0	0
AC060766.4	0.689539	1.530766	1.258328	1.443163	0.829782
AC060766.6	0.163444	0.067302	0	0.112397	0.167548
AC060766.7	0.770425	1.181442	0.919919	0.712498	0.435734
AC060780.1	3.041416	0.712458	1.616968	0.297461	2.702074
AC060809.1	0	0	0.089857	0	0
AC060814.2	0.007443	0	0.00781	0.03071	0
AC060814.4	0	0	0	0	0
AC060814.5	0	0	0	0	0
AC060834.2	0	0	0	0	0
AC061709.2	0	0	0	0	0
AC061961.2	0.037267	0	0	0	0.038202
AC061975.1	0.064726	0.067843	0.14201	0.024279	0.03016
AC061975.4	0	0	0	0	0
AC061975.6	0.041466	0	0.28282	0.085546	0.138149
AC061975.7	0.200961	0.073556	0.492031	0.061421	0.366234
AC061992.2	0.17617	0.267847	0.099538	0.931912	0.819615
AC062004.1	0	0.613815	0.019552	0.076883	0.114607
AC062015.1	0	0	0	0	0
AC062020.1	0	0	0	0	0
AC062021.1	0	0	0	0	0
AC062028.1	0.315438	0.078423	0.074941	0.311055	0.036607
AC062032.1	0	0	0	0	0
AC062037.3	0.661612	0.726488	1.388471	1.516592	0.226074
AC062039.1	0	0	0	0	0
AC063919.1	0	0	0	0	0
AC063923.2	0	0	0	0	0
AC063926.1	0	0	0.122118	0	0
AC063938.1	0	0	0	0	0
AC063943.2	0.316558	0.297942	0.284714	0.310986	0.927159
AC063944.1	0.019455	0.040056	0.040829	0.026758	0.014958
AC063944.3	0.090615	0.04975	0.031694	0	0.030963
AC063947.1	0	0	0	0	0
AC063948.1	1.061955	0.13993	0.222864	0.467382	0.783804
AC063949.2	0	0	0	0	0
AC063950.1	0.07523	0.041303	0.105253	0.103468	0.128531
AC063952.1	0	0	0	0.163411	0.040599
AC063962.1	0.030901	0.050896	0.194546	0	0
AC063965.2	0.096789	0	0.169269	0.177493	0.066146
AC063976.1	0	0	0.044339	0	0
AC063977.3	0	0	0	0	0
AC063977.6	0.009132	0.030081	0.038328	0.062797	0
AC063979.2	0	0	0	0	0.030534
AC063980.1	0	0	0	0	0
AC064799.2	0.115324	0.075979	0.048404	0.12689	0.094576
AC064801.1	0.870229	0.130304	0.124519	1.740913	0.081098
AC064802.1	0	0	0	0	0
AC064805.1	0.008939	0.007362	0.032829	0.006147	0.004582
AC064805.2	0	0	0.0323	0	0
AC064807.1	0.885262	1.058092	4.389729	3.631111	1.525865
AC064807.2	0.095829	0	0.527908	0.0659	0.122793
AC064807.3	0	0	0	0	0
AC064807.4	0.672449	0.390911	2.90544	2.828983	0.324392
AC064834.1	0	0	0.033585	0.04402	0.03281
AC064836.2	0.034847	0.057396	0	0.047927	0.071443
AC064836.3	2.081178	0.630415	1.355461	1.414734	2.01082
AC064852.1	0.018918	0	0	0	0
AC064853.1	0	0	0	0	0
AC064862.6	0	0	0	0	0.145334
AC064871.3	0	0	0	0	0
AC064874.1	0	0	0	0	0
AC064875.1	0.011314	0.018634	0.0831	0.00778	0.19716
AC066595.1	0	0	0	0	0
AC066612.1	0.019373	0	0.020329	0.079936	0.01986
AC066612.2	0	0	0	0	0
AC066613.1	0.395151	0.167961	0.147129	0.403224	0.431206
AC066613.2	0	0	0	0	0.02947
AC067747.1	0	0	0.270289	0	0.198041
AC067750.1	0.191862	0.239036	0.108405	0.216517	0.156335
AC067751.1	0.0702	0.038542	0.024554	0.032183	0.023988
AC067773.1	0	0	0	0	0
AC067817.1	0.135668	0	0	0	0
AC067817.2	0.416001	0.274076	0.130954	0.057215	0
AC067838.1	0.753344	1.102952	0.878322	0.844245	1.144086
AC067852.1	0	0	0	0	0
AC067852.2	1.169335	1.822816	1.329242	3.848326	4.195426
AC067852.3	0.22257	0.106923	0.175158	0.127547	0.351744
AC067863.1	0	0	0	0	0
AC067930.1	0	0	0	0	0
AC067930.2	0.11483	0.189136	0.289182	0.821253	1.600904
AC067930.3	0.937505	0.372726	1.255107	0.533548	1.027322
AC067930.4	0.041175	0	0.115213	0.169889	0.126625
